age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
65,Self-emp-inc,1485749,Masters,14,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,25,United-States,<=50K
64,Federal-gov,471573,Assoc-voc,11,Separated,Machine-op-inspct,Other-relative,Other,Male,0,0,34,United-States,<=50K
89,Local-gov,1113280,5th-6th,3,Married-civ-spouse,Prof-specialty,Own-child,White,Male,0,0,35,United-States,>50K
45,Private,1217460,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,34,United-States,<=50K
76,Private,1195866,10th,6,Divorced,Transport-moving,Unmarried,White,Male,0,0,31,United-States,>50K
45,Private,645313,Doctorate,16,Divorced,Prof-specialty,Unmarried,White,Male,0,0,20,United-States,<=50K
74,Private,262397,Bachelors,13,Never-married,Exec-managerial,Wife,White,Male,0,0,45,United-States,>50K
64,Private,980571,Prof-school,14,Never-married,Transport-moving,Husband,White,Male,0,0,42,United-States,>50K
39,Private,1148874,10th,6,Married-civ-spouse,Farming-fishing,Not-in-family,White,Male,0,0,25,United-States,<=50K
43,State-gov,1420615,Assoc-acdm,12,Married-civ-spouse,Sales,Wife,White,Female,0,0,44,United-States,<=50K
23,Self-emp-not-inc,251621,Masters,14,Married-spouse-absent,Craft-repair,Husband,White,Male,0,0,36,United-States,>50K
65,Self-emp-not-inc,787041,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Unmarried,White,Male,0,0,29,United-States,>50K
70,Federal-gov,539900,5th-6th,3,Married-civ-spouse,Protective-serv,Own-child,White,Female,0,2237,46,United-States,<=50K
84,Private,1202546,Masters,14,Widowed,Farming-fishing,Wife,White,Female,94907,0,39,United-States,<=50K
58,Private,582079,Masters,14,Never-married,Farming-fishing,Husband,White,Female,0,0,56,United-States,>50K
90,Private,838742,5th-6th,3,Never-married,Sales,Husband,White,Female,0,0,31,United-States,>50K
75,Private,16871,Assoc-voc,11,Married-spouse-absent,Tech-support,Unmarried,White,Male,0,0,45,United-States,>50K
60,Self-emp-inc,915019,11th,7,Married-civ-spouse,Tech-support,Unmarried,White,Female,0,0,58,United-States,>50K
42,Private,756471,Assoc-voc,11,Divorced,Craft-repair,Own-child,White,Male,0,0,41,Other,<=50K
39,Self-emp-not-inc,267638,Bachelors,13,Separated,Adm-clerical,Husband,White,Female,0,0,27,United-States,<=50K
89,Private,164982,10th,6,Never-married,Tech-support,Not-in-family,White,Male,0,0,33,United-States,>50K
24,Private,1025112,HS-grad,9,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,0,0,56,United-States,>50K
69,Self-emp-not-inc,1114666,Assoc-voc,11,Divorced,Transport-moving,Husband,White,Male,0,0,55,United-States,>50K
30,Private,789440,Assoc-voc,11,Married-civ-spouse,Protective-serv,Wife,White,Male,0,0,33,United-States,<=50K
87,Private,1321730,HS-grad,9,Never-married,Adm-clerical,Own-child,Other,Female,0,0,30,Other,>50K
23,Federal-gov,786084,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,49,United-States,<=50K
25,Private,751510,9th,5,Divorced,Sales,Other-relative,White,Female,0,0,29,United-States,>50K
19,Local-gov,114918,HS-grad,9,Widowed,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
33,Private,712250,Some-college,10,Never-married,Farming-fishing,Other-relative,White,Female,0,0,8,United-States,<=50K
60,Private,259335,HS-grad,9,Never-married,Farming-fishing,Own-child,Black,Male,0,0,58,United-States,>50K
62,Private,921612,9th,5,Never-married,Adm-clerical,Other-relative,White,Male,0,0,42,United-States,<=50K
74,State-gov,1283814,9th,5,Separated,Sales,Husband,White,Female,0,0,34,United-States,<=50K
44,Private,1443290,Prof-school,14,Never-married,Transport-moving,Husband,White,Female,0,0,44,United-States,>50K
30,Private,761859,Some-college,10,Married-civ-spouse,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,0,0,47,Other,>50K
25,State-gov,852113,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,19,United-States,>50K
42,Private,568250,11th,7,Married-spouse-absent,Tech-support,Husband,White,Male,0,0,29,United-States,>50K
18,Private,319452,Assoc-acdm,12,Never-married,Farming-fishing,Husband,White,Female,0,0,35,United-States,>50K
50,Private,489873,12th,8,Married-civ-spouse,Adm-clerical,Unmarried,White,Male,0,0,23,United-States,>50K
35,Private,839001,5th-6th,3,Never-married,Machine-op-inspct,Other-relative,White,Female,0,0,34,United-States,>50K
55,Private,498457,Prof-school,14,Divorced,Adm-clerical,Husband,Other,Male,0,0,34,United-States,>50K
29,Private,659839,12th,8,Married-civ-spouse,Protective-serv,Own-child,White,Female,0,0,30,United-States,<=50K
21,State-gov,600828,HS-grad,9,Married-civ-spouse,Protective-serv,Unmarried,White,Male,0,0,33,United-States,>50K
66,Private,1129539,12th,8,Married-civ-spouse,Sales,Unmarried,White,Male,0,0,36,United-States,>50K
39,Private,813979,Bachelors,13,Married-civ-spouse,Farming-fishing,Own-child,White,Female,0,0,19,United-States,<=50K
45,Private,373858,HS-grad,9,Separated,Prof-specialty,Husband,Black,Male,0,0,49,United-States,>50K
88,Private,687928,10th,6,Married-civ-spouse,Exec-managerial,Not-in-family,Other,Male,45103,0,45,United-States,>50K
42,Local-gov,1183224,Bachelors,13,Divorced,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Female,0,0,34,United-States,>50K
73,Private,328204,Doctorate,16,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,39,United-States,>50K
17,Private,465723,5th-6th,3,Married-civ-spouse,Protective-serv,Unmarried,White,Male,0,0,39,United-States,>50K
44,Local-gov,859979,12th,8,Divorced,Protective-serv,Other-relative,White,Male,0,0,62,United-States,<=50K
78,Private,666805,9th,5,Married-civ-spouse,Tech-support,Other-relative,White,Male,0,0,31,United-States,>50K
63,Local-gov,1020355,9th,5,Never-married,Farming-fishing,Own-child,White,Male,0,0,43,Other,>50K
75,Private,409015,Assoc-voc,11,Divorced,Exec-managerial,Own-child,White,Female,0,0,10,United-States,<=50K
47,Private,231568,12th,8,Divorced,Protective-serv,Own-child,White,Female,0,0,43,Other,>50K
86,Private,297918,10th,6,Never-married,Tech-support,Other-relative,Black,Male,0,0,34,United-States,<=50K
65,Private,727510,10th,6,Divorced,Exec-managerial,Not-in-family,White,Male,0,2106,43,United-States,>50K
21,Private,145307,5th-6th,3,Married-civ-spouse,Sales,Other-relative,White,Male,0,0,42,United-States,>50K
47,Private,707227,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1136,39,United-States,>50K
53,Self-emp-not-inc,956894,Assoc-voc,11,Married-spouse-absent,Farming-fishing,Wife,White,Male,0,0,41,United-States,<=50K
31,Private,1217945,Assoc-acdm,12,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,49,United-States,>50K
68,Federal-gov,595744,Prof-school,14,Never-married,Craft-repair,Own-child,Black,Male,0,0,37,United-States,>50K
85,Private,1288497,12th,8,Never-married,Prof-specialty,Other-relative,White,Female,0,0,35,United-States,>50K
27,Private,820459,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Male,0,0,51,Other,>50K
59,Private,337647,11th,7,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Male,0,2557,41,United-States,>50K
86,Private,721413,5th-6th,3,Never-married,Adm-clerical,Own-child,White,Male,0,0,30,United-States,<=50K
39,Private,174410,10th,6,Married-civ-spouse,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Male,0,0,45,United-States,<=50K
56,Private,1310268,11th,7,Never-married,Tech-support,Husband,White,Female,6275,0,37,Other,<=50K
79,Local-gov,452701,Some-college,10,Married-civ-spouse,Farming-fishing,Not-in-family,White,Male,0,0,23,Other,<=50K
18,Private,1102033,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Female,0,0,45,United-States,>50K
89,Private,78505,11th,7,Never-married,Prof-specialty,Other-relative,White,Male,0,0,35,United-States,>50K
63,Private,1121125,9th,5,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,0,0,17,United-States,>50K
46,Self-emp-not-inc,667078,Doctorate,16,Divorced,Craft-repair,Wife,White,Male,0,0,24,United-States,>50K
32,Private,376409,Assoc-acdm,12,Never-married,Protective-serv,Not-in-family,Black,Female,0,0,47,United-States,<=50K
75,Private,124101,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,42,United-States,<=50K
63,Self-emp-not-inc,225854,9th,5,Married-civ-spouse,Adm-clerical,Other-relative,Black,Male,0,0,37,United-States,>50K
46,Private,70005,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Male,0,1902,45,United-States,>50K
25,Private,1403289,Prof-school,14,Married-civ-spouse,Tech-support,Own-child,White,Male,0,0,47,United-States,>50K
81,Private,701222,Doctorate,16,Married-civ-spouse,Transport-moving,Other-relative,White,Female,0,0,49,United-States,>50K
75,Private,1107394,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,49,United-States,>50K
80,Private,1050559,Bachelors,13,Married-civ-spouse,Protective-serv,Other-relative,White,Male,0,0,32,United-States,>50K
24,Private,473887,Doctorate,16,Never-married,Tech-support,Other-relative,White,Male,0,0,11,United-States,>50K
68,State-gov,847179,5th-6th,3,Married-civ-spouse,Sales,Other-relative,Black,Female,0,0,33,Other,>50K
34,Local-gov,79572,Bachelors,13,Never-married,Tech-support,Other-relative,White,Male,0,0,68,United-States,>50K
74,Private,540157,HS-grad,9,Widowed,Transport-moving,Unmarried,White,Male,0,0,49,United-States,>50K
65,Self-emp-not-inc,132194,Doctorate,16,Married-civ-spouse,Transport-moving,Wife,White,Male,0,0,34,United-States,>50K
48,Private,807829,5th-6th,3,Never-married,Craft-repair,Husband,White,Male,0,0,34,United-States,>50K
64,Private,1120646,12th,8,Never-married,Protective-serv,Husband,White,Male,0,0,54,United-States,>50K
61,State-gov,505072,Masters,14,Never-married,Prof-specialty,Unmarried,White,Female,0,0,26,United-States,<=50K
70,Private,1149264,Masters,14,Never-married,Sales,Husband,White,Male,0,0,47,United-States,<=50K
62,Private,1127264,Assoc-acdm,12,Never-married,Protective-serv,Wife,Asian-Pac-Islander,Female,0,0,22,United-States,<=50K
47,Local-gov,1463377,Bachelors,13,Divorced,Protective-serv,Wife,White,Male,0,0,53,United-States,>50K
53,Private,20526,Doctorate,16,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Female,0,0,39,United-States,<=50K
32,Private,956023,9th,5,Married-civ-spouse,Transport-moving,Other-relative,White,Male,0,0,51,United-States,<=50K
62,Private,425478,Doctorate,16,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,34,United-States,>50K
62,Local-gov,1295175,12th,8,Married-civ-spouse,Protective-serv,Other-relative,Amer-Indian-Eskimo,Male,0,0,63,United-States,>50K
77,Private,257880,Some-college,10,Never-married,Sales,Own-child,Amer-Indian-Eskimo,Male,0,0,43,Other,>50K
62,Private,1158161,Assoc-acdm,12,Separated,Protective-serv,Other-relative,White,Male,0,754,46,United-States,>50K
67,Self-emp-inc,1426890,Assoc-voc,11,Widowed,Tech-support,Husband,Other,Male,0,0,53,United-States,>50K
78,Private,1073795,10th,6,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,60,United-States,>50K
51,Private,1066855,5th-6th,3,Divorced,Transport-moving,Not-in-family,White,Female,0,0,37,United-States,>50K
58,Self-emp-not-inc,1406217,Bachelors,13,Married-civ-spouse,Farming-fishing,Own-child,Amer-Indian-Eskimo,Male,0,0,41,United-States,<=50K
61,Private,266632,10th,6,Married-civ-spouse,Adm-clerical,Wife,White,Male,0,0,44,United-States,>50K
84,Private,529191,Prof-school,14,Never-married,Transport-moving,Wife,White,Male,0,0,54,United-States,>50K
63,Private,1057141,10th,6,Never-married,Sales,Wife,White,Male,0,0,50,United-States,>50K
46,Private,950926,10th,6,Divorced,Farming-fishing,Husband,White,Male,0,0,18,United-States,<=50K
40,Private,501967,Prof-school,14,Never-married,Protective-serv,Not-in-family,Asian-Pac-Islander,Female,0,0,23,United-States,>50K
82,Private,1281752,11th,7,Widowed,Machine-op-inspct,Unmarried,White,Male,0,0,48,United-States,>50K
59,State-gov,241168,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,60,United-States,<=50K
50,Self-emp-inc,865761,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,34,United-States,<=50K
39,Private,106521,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Unmarried,White,Male,0,0,47,United-States,>50K
77,Private,816422,Assoc-voc,11,Married-civ-spouse,Tech-support,Own-child,White,Male,0,0,34,United-States,>50K
53,Private,1058572,Some-college,10,Widowed,Sales,Wife,White,Male,0,0,41,United-States,>50K
29,Private,773285,Some-college,10,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,95631,0,30,United-States,>50K
87,Private,94866,Prof-school,14,Never-married,Protective-serv,Unmarried,White,Female,0,0,33,United-States,>50K
23,Self-emp-inc,97984,Prof-school,14,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,0,0,38,United-States,>50K
58,Private,1206687,5th-6th,3,Never-married,Craft-repair,Not-in-family,White,Female,0,0,43,United-States,<=50K
54,Federal-gov,410112,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,58,United-States,<=50K
68,Self-emp-not-inc,335712,11th,7,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,30,Other,>50K
60,Private,499980,Bachelors,13,Married-civ-spouse,Farming-fishing,Own-child,Black,Male,0,0,57,United-States,>50K
80,Private,1097260,11th,7,Married-civ-spouse,Transport-moving,Not-in-family,White,Female,0,0,48,United-States,>50K
29,Private,964734,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,32,United-States,<=50K
44,Private,534578,Some-college,10,Married-civ-spouse,Protective-serv,Other-relative,White,Female,0,0,31,United-States,<=50K
17,Private,1023244,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,25,United-States,>50K
59,Private,294490,12th,8,Married-civ-spouse,Tech-support,Wife,White,Male,0,0,30,Other,<=50K
58,Self-emp-not-inc,1174868,Prof-school,14,Separated,Sales,Other-relative,White,Female,0,0,21,United-States,>50K
66,Private,253403,9th,5,Divorced,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,36398,3487,40,United-States,>50K
76,Private,648668,10th,6,Never-married,Exec-managerial,Own-child,Black,Female,0,0,34,United-States,<=50K
17,Private,832672,HS-grad,9,Separated,Transport-moving,Wife,White,Female,9703,0,31,United-States,>50K
67,Private,646538,9th,5,Divorced,Protective-serv,Own-child,White,Female,0,0,54,United-States,>50K
32,Private,850058,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Male,0,0,41,United-States,>50K
55,Private,994803,Prof-school,14,Never-married,Sales,Own-child,White,Male,0,0,43,United-States,>50K
31,Private,389359,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Other-relative,White,Female,0,0,52,Other,>50K
49,Local-gov,1458779,Assoc-acdm,12,Never-married,Transport-moving,Wife,White,Male,0,0,26,United-States,>50K
69,State-gov,445252,Assoc-acdm,12,Never-married,Transport-moving,Other-relative,White,Male,0,0,37,United-States,>50K
33,Private,1453526,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,52,United-States,<=50K
22,Local-gov,1014740,Masters,14,Never-married,Machine-op-inspct,Husband,Black,Male,0,0,22,United-States,>50K
47,Private,718214,Masters,14,Married-civ-spouse,Prof-specialty,Other-relative,Black,Female,0,0,43,United-States,>50K
85,Private,211957,12th,8,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,57,United-States,>50K
56,Private,862699,Assoc-voc,11,Never-married,Tech-support,Other-relative,White,Female,0,0,18,United-States,>50K
46,Self-emp-not-inc,1282383,11th,7,Married-civ-spouse,Craft-repair,Wife,White,Male,0,0,57,United-States,>50K
85,Private,200554,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,49,United-States,>50K
23,Private,1465332,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,42,Other,<=50K
29,Self-emp-not-inc,49060,9th,5,Never-married,Sales,Wife,White,Female,0,0,53,Other,>50K
20,State-gov,490070,12th,8,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,0,0,44,Other,>50K
66,Local-gov,1312534,Masters,14,Never-married,Exec-managerial,Own-child,White,Male,0,0,28,United-States,>50K
19,Private,211425,Some-college,10,Married-spouse-absent,Tech-support,Other-relative,White,Female,0,0,34,United-States,>50K
28,Private,1072591,Assoc-acdm,12,Never-married,Tech-support,Own-child,White,Male,0,0,38,United-States,>50K
81,Private,1195630,9th,5,Never-married,Transport-moving,Other-relative,White,Female,0,0,47,United-States,<=50K
43,Self-emp-not-inc,798368,11th,7,Divorced,Prof-specialty,Wife,White,Male,0,0,31,United-States,<=50K
66,Local-gov,648666,10th,6,Never-married,Transport-moving,Wife,White,Male,0,0,42,United-States,<=50K
33,Private,904650,12th,8,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,40,United-States,>50K
88,Private,656031,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Male,0,0,41,United-States,>50K
48,Private,240168,Prof-school,14,Divorced,Adm-clerical,Wife,White,Female,0,0,48,Other,>50K
67,Self-emp-not-inc,1151932,Doctorate,16,Never-married,Exec-managerial,Wife,Black,Male,0,0,34,Other,>50K
33,Private,1303439,Assoc-voc,11,Separated,Protective-serv,Wife,White,Male,0,0,28,United-States,<=50K
50,Private,726805,10th,6,Never-married,Transport-moving,Other-relative,White,Female,0,0,37,Other,>50K
51,Self-emp-inc,834969,10th,6,Divorced,Transport-moving,Unmarried,White,Female,0,0,21,United-States,>50K
40,Private,971390,Prof-school,14,Divorced,Prof-specialty,Unmarried,White,Male,0,0,46,United-States,>50K
70,Private,166126,HS-grad,9,Separated,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K
34,Private,248021,HS-grad,9,Never-married,Adm-clerical,Husband,White,Male,0,0,42,United-States,>50K
66,Private,325507,Prof-school,14,Never-married,Protective-serv,Not-in-family,White,Female,0,0,24,United-States,>50K
62,Private,1303728,11th,7,Married-civ-spouse,Sales,Husband,White,Female,0,0,28,United-States,<=50K
64,State-gov,1170946,12th,8,Married-civ-spouse,Tech-support,Not-in-family,White,Male,0,0,59,United-States,>50K
49,Private,1180123,Doctorate,16,Divorced,Exec-managerial,Unmarried,White,Female,0,0,36,United-States,>50K
43,Private,1430080,Some-college,10,Never-married,Tech-support,Wife,White,Female,0,0,48,United-States,<=50K
17,Private,1077471,Doctorate,16,Never-married,Transport-moving,Other-relative,Asian-Pac-Islander,Male,68696,195,71,United-States,>50K
75,Self-emp-inc,922589,Assoc-voc,11,Married-civ-spouse,Protective-serv,Unmarried,White,Male,0,0,36,United-States,>50K
26,Private,116584,HS-grad,9,Divorced,Tech-support,Unmarried,White,Male,0,0,45,United-States,>50K
41,Private,726218,9th,5,Married-civ-spouse,Prof-specialty,Wife,White,Male,0,0,39,United-States,<=50K
73,Private,597121,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,Black,Male,0,1488,47,United-States,<=50K
82,Private,662543,9th,5,Never-married,Farming-fishing,Other-relative,Black,Male,0,0,46,United-States,>50K
31,Private,138720,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Male,0,0,46,United-States,>50K
44,Self-emp-not-inc,342371,10th,6,Never-married,Tech-support,Husband,White,Male,0,0,57,United-States,<=50K
29,Private,1250260,Some-college,10,Married-civ-spouse,Protective-serv,Own-child,White,Male,0,0,31,United-States,>50K
30,Self-emp-not-inc,515274,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Own-child,White,Female,0,0,42,United-States,>50K
82,Federal-gov,1471756,Doctorate,16,Married-civ-spouse,Tech-support,Husband,White,Female,0,0,39,United-States,>50K
50,State-gov,220154,12th,8,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,27,Other,>50K
41,Private,141269,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,White,Male,0,0,42,United-States,>50K
70,Federal-gov,752504,Assoc-voc,11,Never-married,Tech-support,Husband,White,Male,0,0,53,United-States,>50K
28,Private,1320328,Assoc-acdm,12,Married-civ-spouse,Sales,Wife,White,Female,41547,0,22,United-States,>50K
25,State-gov,1196366,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Female,93771,0,52,United-States,>50K
47,Self-emp-not-inc,429390,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,44,Other,<=50K
69,Private,1476890,12th,8,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,0,1710,51,United-States,>50K
59,Private,769381,Prof-school,14,Divorced,Machine-op-inspct,Other-relative,White,Male,0,0,40,United-States,<=50K
54,Private,723559,Doctorate,16,Never-married,Protective-serv,Own-child,White,Male,0,0,75,United-States,>50K
58,Self-emp-not-inc,1099057,11th,7,Married-spouse-absent,Farming-fishing,Wife,White,Male,59194,0,45,United-States,<=50K
88,Private,487883,HS-grad,9,Divorced,Sales,Unmarried,White,Male,0,0,42,United-States,<=50K
64,Private,19239,HS-grad,9,Divorced,Tech-support,Other-relative,White,Female,0,0,41,United-States,>50K
83,State-gov,577558,5th-6th,3,Divorced,Tech-support,Unmarried,White,Female,0,0,30,United-States,>50K
82,Private,580538,Doctorate,16,Never-married,Tech-support,Not-in-family,White,Male,0,0,36,United-States,<=50K
32,Private,962642,12th,8,Divorced,Machine-op-inspct,Other-relative,White,Female,0,0,34,United-States,>50K
32,Self-emp-not-inc,473389,10th,6,Married-civ-spouse,Farming-fishing,Unmarried,White,Male,0,0,47,United-States,>50K
47,Private,894873,Prof-school,14,Married-civ-spouse,Prof-specialty,Unmarried,White,Female,0,0,51,United-States,>50K
74,Private,32792,Some-college,10,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,0,0,53,United-States,>50K
44,Federal-gov,459729,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,Other,Male,0,0,35,United-States,>50K
20,Private,350032,Doctorate,16,Widowed,Sales,Unmarried,White,Male,0,0,23,Other,<=50K
26,Private,999999,Assoc-voc,11,Married-civ-spouse,Protective-serv,Own-child,White,Male,0,0,49,United-States,>50K
67,Private,200091,9th,5,Never-married,Protective-serv,Husband,White,Male,58764,0,29,United-States,>50K
34,Private,1358137,Prof-school,14,Married-civ-spouse,Farming-fishing,Not-in-family,White,Male,0,0,54,United-States,>50K
63,Private,935901,9th,5,Married-spouse-absent,Tech-support,Not-in-family,White,Male,0,0,46,Other,>50K
48,Local-gov,121801,9th,5,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,47,United-States,>50K
46,Private,1184028,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,0,0,32,United-States,>50K
52,Private,818593,Assoc-voc,11,Married-civ-spouse,Sales,Wife,White,Female,0,0,36,United-States,>50K
25,Self-emp-inc,354713,Doctorate,16,Never-married,Machine-op-inspct,Husband,Other,Female,0,0,34,United-States,<=50K
52,Self-emp-inc,1098556,5th-6th,3,Never-married,Exec-managerial,Own-child,White,Male,0,0,53,United-States,<=50K
45,Self-emp-not-inc,1187557,12th,8,Widowed,Exec-managerial,Wife,White,Male,0,0,28,United-States,>50K
32,Self-emp-not-inc,23262,Masters,14,Married-civ-spouse,Craft-repair,Other-relative,White,Male,0,0,51,United-States,>50K
37,Private,1234201,HS-grad,9,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,50,United-States,>50K
80,Private,366690,12th,8,Separated,Adm-clerical,Other-relative,White,Male,0,0,38,United-States,>50K
82,Private,1006091,Doctorate,16,Never-married,Exec-managerial,Husband,Asian-Pac-Islander,Female,0,3869,61,United-States,>50K
75,State-gov,1008930,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,0,46,United-States,>50K
44,Private,1183174,Bachelors,13,Never-married,Tech-support,Other-relative,White,Male,0,0,14,United-States,>50K
71,Private,141473,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,White,Male,0,0,44,United-States,>50K
47,Private,474294,Some-college,10,Married-civ-spouse,Sales,Other-relative,White,Female,0,0,28,United-States,<=50K
49,Self-emp-inc,1100455,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,35,United-States,>50K
76,Private,1248112,5th-6th,3,Separated,Machine-op-inspct,Husband,White,Female,0,0,52,United-States,<=50K
57,Private,1289042,9th,5,Never-married,Machine-op-inspct,Other-relative,Black,Female,0,0,30,United-States,>50K
62,Private,506969,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,51,United-States,>50K
65,Private,649074,12th,8,Never-married,Sales,Husband,White,Female,0,0,39,United-States,<=50K
81,Private,821159,Assoc-acdm,12,Separated,Prof-specialty,Unmarried,White,Female,0,0,37,United-States,>50K
58,Federal-gov,646685,10th,6,Married-civ-spouse,Adm-clerical,Unmarried,White,Male,0,0,25,United-States,<=50K
39,Private,1495157,Assoc-voc,11,Never-married,Craft-repair,Other-relative,White,Male,0,0,27,United-States,<=50K
43,Private,800377,Doctorate,16,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,51,United-States,>50K
48,Private,261114,Prof-school,14,Never-married,Exec-managerial,Other-relative,White,Male,0,0,33,United-States,<=50K
19,Private,632219,9th,5,Separated,Protective-serv,Wife,Amer-Indian-Eskimo,Male,0,0,36,United-States,>50K
76,Private,1038814,Some-college,10,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,0,0,39,United-States,>50K
33,Private,552850,Some-college,10,Married-civ-spouse,Craft-repair,Own-child,White,Female,0,0,45,United-States,<=50K
48,Self-emp-not-inc,1214423,10th,6,Divorced,Exec-managerial,Other-relative,White,Male,0,0,61,United-States,<=50K
23,Private,551318,9th,5,Married-civ-spouse,Protective-serv,Wife,Black,Male,93923,0,47,United-States,>50K
87,Private,110981,Assoc-acdm,12,Never-married,Machine-op-inspct,Husband,White,Male,62597,0,72,United-States,>50K
85,Private,1130572,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,0,0,47,United-States,>50K
74,Private,429329,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Not-in-family,Black,Male,0,0,25,United-States,>50K
56,Self-emp-not-inc,1435212,5th-6th,3,Separated,Prof-specialty,Wife,White,Female,0,0,41,United-States,<=50K
64,Local-gov,463351,10th,6,Divorced,Adm-clerical,Wife,White,Male,0,3696,68,United-States,>50K
67,Private,436884,9th,5,Never-married,Machine-op-inspct,Not-in-family,White,Male,96294,0,61,Other,>50K
73,Private,1182645,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,54,Other,>50K
87,Local-gov,680351,12th,8,Separated,Transport-moving,Not-in-family,White,Female,0,0,20,Other,>50K
53,Federal-gov,619378,Assoc-acdm,12,Divorced,Protective-serv,Husband,White,Male,0,0,57,United-States,>50K
90,State-gov,1321025,11th,7,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,33,United-States,>50K
71,Private,658193,12th,8,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,43,United-States,<=50K
57,Private,739231,Masters,14,Married-civ-spouse,Sales,Other-relative,White,Male,37744,0,40,United-States,>50K
36,Federal-gov,959305,Prof-school,14,Married-civ-spouse,Transport-moving,Unmarried,White,Male,0,0,36,United-States,>50K
49,Private,913842,Assoc-acdm,12,Widowed,Adm-clerical,Other-relative,White,Female,0,0,39,United-States,<=50K
56,State-gov,249426,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Male,0,0,35,United-States,>50K
50,Private,1466504,11th,7,Never-married,Tech-support,Own-child,White,Male,0,0,16,United-States,>50K
